id,authors,title,year,venue,entityUrl
175,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",VideoAnywhere: A System for Searching and Managing Distributed Video Assets,1999,SIGMOD Record,journals/sigmod/ShethBS99
176,"Roger S. Barga, David B. Lomet",Phoenix Project: Fault-Tolerant Applications,2002,SIGMOD Record,journals/sigmod/BargaL02
177,William L. Gettys,DIRECTV and Oracle Rdb: The Challenges of VLDB Transaction Processing,1995,SIGMOD Conference,conf/sigmod/Gettys95
178,"Bharat K. Bhargava, Aidong Zhang, Marian H. Nodine, Omran A. Bukhres",Ensuring Relaxed Atomicity for Flexible Transactions in Multidatabase Systems,1994,SIGMOD Conference,conf/sigmod/ZhangNBB94
179,"Avishai Wool, Henry F. Korth, Yuri Breitbart, Todd A. Anderson","Replication, Consistency, and Practicality: Are These Mutually Exclusive?",1998,SIGMOD Conference,conf/sigmod/AndersonBKW98
180,"Hans-Arno Jacobsen, Haifeng Liu",A-TOPSS - A Publish/Subscribe System Supporting Approximate Matching,2002,VLDB,conf/vldb/LiuJ02
181,"Marco Patella, Paolo Ciaccia",Searching in metric spaces with user-defined and approximate distances,2002,ACM Trans. Database Syst.,journals/tods/CiacciaP02
182,"Leonid Libkin, Inderpal Singh Mumick, Latha S. Colby, Howard Trickey, Timothy Griffin",Algorithms for Deferred View Maintenance,1996,SIGMOD Conference,conf/sigmod/ColbyGLMT96
183,"Stavros Christodoulakis, Nikos Pappas",Design and Development of a Stream Service in a Heterogenous Client Environment,2000,VLDB,conf/vldb/PappasC00
184,"Wai Fu Fung, David Sun, Johannes Gehrke",COUGAR: the network is the database,2002,SIGMOD Conference,conf/sigmod/FungSG02
185,"David Maier, Peter Buneman",The Data That You Won't Find in Databases: Tutorial panel on data exchange formats,1995,SIGMOD Conference,conf/sigmod/BunemanM95
186,"Christian S. Jensen, Kristian Torp, Richard T. Snodgrass",Effective Timestamping in Databases,2000,VLDB J.,journals/vldb/TorpJS00
187,"Dan Suciu, Yana Kadiyska, Wang Chiew Tan, Mary F. Fernandez, Atsuyuki Morishima",SilkRoute: A framework for publishing relational data in XML,2002,ACM Trans. Database Syst.,journals/tods/FernandezKSMT02
188,"Dimitris Papadias, Jimeng Sun, Yufei Tao",The TPR*-Tree: An Optimized Spatio-Temporal Access Method for Predictive Queries,2003,VLDB,conf/vldb/PapadiasTS03
189,Jennifer Widom,Editor's Notes,1996,SIGMOD Record,journals/sigmod/Widom96b
190,"Yannis Velegrakis, Lucian Popa, Ren�e J. Miller",Mapping Adaptation under Evolving Schemas,2003,VLDB,conf/vldb/VelegrakisMP03
191,"Gang Qian, Qiang Xue, Sakti Pramanik, Qiang Zhu",The ND-Tree: A Dynamic Indexing Technique for Multidimensional Non-ordered Discrete Data Spaces,2003,VLDB,conf/vldb/QianZXP03
192,Arvola Chan,Transactional Publish / Subscribe: The Proactive Multicast of Database Changes,1998,SIGMOD Conference,conf/sigmod/Chan98
193,"Jarek Gryz, Calisto Zuzarte, Parke Godfrey",Exploiting Constraint-Like Data Characterizations in Query Optimization,2001,SIGMOD Conference,conf/sigmod/GodfreyGXZ01
194,"A. A. Diwan, S. Sudarshan, Sanjeeva Rane, S. Seshadri",Clustering Techniques for Minimizing External Path Length,1996,VLDB,conf/vldb/DiwanRSS96
195,Warren Sterling,The National Medical Knowledge Bank,1998,VLDB,conf/vldb/Sterling98
196,"Vijay Atluri, Anupam Joshi, Yelena Yesha",Guest editorial,2003,VLDB J.,journals/vldb/AtluriJY03
197,"Philip S. Yu, Charu C. Aggarwal",An Automated System for Web Portal Personalization,2002,VLDB,conf/vldb/AggarwalY02
198,"Fran�oise Fabret, Dennis Shasha, Hans-Arno Jacobsen, Fran�ois Llirbat, Jo�o Pereira",WebFilter: A High-throughput XML-based Publish and Subscribe System,2001,VLDB,conf/vldb/PereiraFJLS01
199,"Denis Gouin, Henry Kucera, Christian Larouche, Gilles Clement, Paul Morin",OGDI: Toward Interoperability among Geospatial Databases,1997,SIGMOD Record,journals/sigmod/ClementLGMK97
200,Michael J. Franklin,Editor's Notes,2000,SIGMOD Record,journals/sigmod/Franklin00
201,"Ambuj K. Singh, Kothuri Venkata Ravi Kanth, Divyakant Agrawal",Dimensionality Reduction for Similarity Searching in Dynamic Databases,1998,SIGMOD Conference,conf/sigmod/KanthAS98
202,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",Push Technology Personalization through Event Correlation,2000,VLDB,conf/vldb/AdiBEY00
203,Amy Pogue,Oracle Industrial Exhibit,1998,VLDB,conf/vldb/Pogue98
204,"Khaled Alsabti, Vineet Singh, Sanjay Ranka",A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,1997,VLDB,conf/vldb/AlsabtiRS97
205,Ling Liu,Editor's Notes,2001,SIGMOD Record,journals/sigmod/Liu01a
206,"Ren�e J. Miller, Ronald Fagin, Yannis Velegrakis, Mauricio A. Hern�ndez, Lucian Popa",Translating Web Data,2002,VLDB,conf/vldb/PopaVMHF02
207,Philip A. Bernstein,Repository System Engineering,1996,SIGMOD Conference,conf/sigmod/Bernstein96
208,"Z. Meral �zsoyoglu, Stefano Ceri, Victor Vianu, Masaru Kitsuregawa, Leonid A. Kalinichenko, Hongjun Lu, Richard T. Snodgrass",SIGMOD Sister Societies,2000,SIGMOD Record,journals/sigmod/CeriKKLOSV00
209,"Michael Gertz, Can T�rker",Semantic integrity support in SQL: 1999 and commercial (object-)relational database management systems,2001,VLDB J.,journals/vldb/TurkerG01
210,"Alfons Kemper, Donald Kossmann","Adaptable Pointer Swizzling Strategies in Object Bases: Design, Realization, and Quantitative Analysis",1995,VLDB J.,journals/vldb/KemperK95
211,Paul Cotton,Implementing XQuery,2002,SIGMOD Conference,conf/sigmod/Cotton02
212,"Soumen Chakrabarti, Byron Dom, Sunita Sarawagi",Mining Surprising Patterns Using Temporal Description Length,1998,VLDB,conf/vldb/ChakrabartiSD98
213,"Like Gao, Xiaoyang Sean Wang",Continually evaluating similarity-based pattern queries on a streaming time series,2002,SIGMOD Conference,conf/sigmod/GaoW02
214,"Dimitrios Gunopulos, Nick Koudas, Divesh Srivastava, Michail Vlachos, Sudipto Guha",Efficient Approximation Of Optimization Queries Under Parametric Aggregation Constraints,2003,VLDB,conf/vldb/KoudasGGSV03
215,"Kotagiri Ramamohanarao, David B. Kemp, Jayen Vaghani, Tim S. Leask, James Harland, Peter J. Stuckey, Zoltan Somogyi",The Aditi Deductive Database System,1994,VLDB J.,journals/vldb/VaghaniRKSSLH94
216,"Vivek R. Narasayya, Surajit Chaudhuri, Rajeev Motwani",On Random Sampling over Joins,1999,SIGMOD Conference,conf/sigmod/ChaudhuriMN99
217,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini",FeedbackBypass: A New Approach to Interactive Similarity Query Processing,2001,VLDB,conf/vldb/WaasCB01
218,"Maria Luisa Sapino, Sibel Adali, V. S. Subrahmanian",A Multimedia Presentation Algebra,1999,SIGMOD Conference,conf/sigmod/AdaliSS99
219,"Letizia Tanca, Piero Fraternali",A Structured Approach for the Definition of the Semantics of Active Databases,1995,ACM Trans. Database Syst.,journals/tods/FraternaliT95
220,Peter Baumann,"Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services",2003,VLDB,conf/vldb/Baumann03
221,"Kaizhong Zhang, Jason Tsong-Li Wang, Bruce A. Shapiro, Thomas G. Marr, Gung-Wei Chirn, Dennis Shasha",Combinatorial Pattern Discovery for Scientific Data: Some Preliminary Results,1994,SIGMOD Conference,conf/sigmod/WangCMSSZ94
222,"David J. DeWitt, Jignesh M. Patel",Partition Based Spatial-Merge Join,1996,SIGMOD Conference,conf/sigmod/PatelD96
223,"Christoph Schuler, Hans-J�rg Schek, Patrick Neukomm, Roger Weber, Heiko Schuldt",WebService Composition with O'GRAPE and OSIRIS,2003,VLDB,conf/vldb/WeberSNSS03
224,"Daniel A. Keim, Alexander Hinneburg",Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,1999,VLDB,conf/vldb/KeimH99
225,"Silke Mittrach, Gunter Schlageter, Thomas Berkel, Andreas Scherer, Eberhard Heuel, Wolfgang Wilkes",The Database Group at University of Hagen (FernUniversitaet),1995,SIGMOD Record,journals/sigmod/SchlageterBHMSW95
226,"Antonios Deligiannakis, Nick Roussopoulos",Extended Wavelets for Multiple Measures,2003,SIGMOD Conference,conf/sigmod/DeligiannakisR03
227,"Nathan Folkert, Abhinav Gupta, Andrew Witkowski, Srikanth Bellamkonda, Lei Sheng, Tolga Bozkaya, Sankar Subramanian",Business Modelling Using SQL Spreadsheets,2003,VLDB,conf/vldb/WitkowskiBBFGSS03
228,"Thomas Seidl, Hans-Peter Kriegel",Optimal Multi-Step k-Nearest Neighbor Search,1998,SIGMOD Conference,conf/sigmod/SeidlK98
229,Charu C. Aggarwal,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",2002,SIGMOD Conference,conf/sigmod/Aggarwal02
230,"Shahram Ghandeharizadeh, Doug Fang",An Experimental System for Object-Based Sharing in Federated Databases,1996,VLDB J.,journals/vldb/FangGM96
231,Kenneth Moore,The Lotus Notes Storage System,1995,SIGMOD Conference,conf/sigmod/Moore95
232,"Bernd Amann, Serge Abiteboul, J�r�me Baumgarten, Omar Benjelloun, Tova Milo, Frederic Dang Ngoc",Schema-driven Customization of Web Services,2003,VLDB,conf/vldb/AbiteboulABBNM03
233,"Christos A. Polyzois, Hector Garcia-Molina",Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,1994,ACM Trans. Database Syst.,journals/tods/PolyzoisG94
234,Ren�e J. Miller,Using Schematically Heterogeneous Structures,1998,SIGMOD Conference,conf/sigmod/Miller98
235,"Donald Kossmann, Alfons Kemper, Christian Wiesner",Generalised Hash Teams for Join and Group-by,1999,VLDB,conf/vldb/KemperKW99
236,"Bryan Smith, Meikel P�ss, Lubor Koll�r, Per-�ke Larson","TPC-DS, taking decision support benchmarking to the next level",2002,SIGMOD Conference,conf/sigmod/PossSKL02
237,"Shivakumar Venkataraman, Tian Zhang",Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,1998,VLDB,conf/vldb/VenkataramanZ98
238,"Tore Risch, Staffan Flodin",Processing Object-Oriented Queries with Invertible Late Bound Functions,1995,VLDB,conf/vldb/FlodinR95
239,Ronald Fagin,Combining Fuzzy Information: an Overview,2002,SIGMOD Record,journals/sigmod/Fagin02
240,"Matthias Gro�mann, Thomas Schwarz, Daniela Nicklas","NexusScout: An Advanced Location-Based Application on a Distributed, Open Mediation Platform",2003,VLDB,conf/vldb/NicklasGS03
241,"Xiaowei Xu, Michael Wimmer, J�rg Sander, Martin Ester, Hans-Peter Kriegel",Incremental Clustering for Mining in a Data Warehousing Environment,1998,VLDB,conf/vldb/EsterKSWX98
242,"Ravi Kumar, D. Sivakumar, Ronald Fagin",Efficient similarity search and classification via rank aggregation,2003,SIGMOD Conference,conf/sigmod/FaginKS03
243,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",Using Extended Feature Objects for Partial Similarity Retrieval,1997,VLDB J.,journals/vldb/BerchtoldKK97
244,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid",Composing Web services on the Semantic Web,2003,VLDB J.,journals/vldb/MedjahedBE03
245,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",Range Queries in OLAP Data Cubes,1997,SIGMOD Conference,conf/sigmod/HoAMS97
246,"Tapas Kanungo, Frederick Reiss",A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,2003,SIGMOD Conference,conf/sigmod/ReissK03
247,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman",Online Dynamic Reordering for Interactive Data Processing,1999,VLDB,conf/vldb/RamanRH99
248,"Cheng Hian Goh, Beng Chin Ooi, Kian-Lee Tan",Progressive evaluation of nested aggregate queries,2000,VLDB J.,journals/vldb/TanGO00
249,H. V. Jagadish,The INCINERATE Data Model,1995,ACM Trans. Database Syst.,journals/tods/Jagadish95
250,"Amit P. Sheth, Aris M. Ouksel",Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,1999,SIGMOD Record,journals/sigmod/OukselS99
251,"Arvind Rajendran, David Maier, Leonidas Fegaras, Chandrasekhar Srinivasan",lambda-DB: An ODMG-Based Object-Oriented DBMS,2000,SIGMOD Conference,conf/sigmod/FegarasSRM00
252,Jos� A. Blakeley,Data Access for the Masses through OLE DB,1996,SIGMOD Conference,conf/sigmod/Blakeley96
253,"Nikos Mamoulis, Dimitris Papadias",Integration of Spatial Join Algorithms for Processing Multiple Inputs,1999,SIGMOD Conference,conf/sigmod/MamoulisP99
254,"Bay-Wei Chang, Yo�lle S. Maarek, Aya Soffer",Report on the Mobile Search Workshop at WWW 2002,2002,SIGMOD Record,journals/sigmod/SofferMC02
255,"Ming-Ling Lo, Chinya V. Ravishankar",Spatial Hash-Joins,1996,SIGMOD Conference,conf/sigmod/LoR96
256,"King-Ip Lin, H. V. Jagadish, Christos Faloutsos",The TV-Tree: An Index Structure for High-Dimensional Data,1994,VLDB J.,journals/vldb/LinJF94
257,"Beat W�thrich, Suryanarayana M. Sripada",Cumulative Updates,1994,VLDB,conf/vldb/SripadaW94
258,"Nina Edelweiss, Ana Carolina Salgado",Report on the 17th Brazilian Symposium on Database Systems (SBBD 2002),2003,SIGMOD Record,journals/sigmod/SalgadoE03
259,Richard T. Snodgrass,Accessibility of the Database Literature,2001,SIGMOD Record,journals/sigmod/Snodgrass01a
260,Michael Stonebraker,Too Much Middleware,2002,SIGMOD Record,journals/sigmod/Stonebraker02
261,Arnon Rosenthal,Will Database Researchers Have ANY Role in Data Security? (Panel Abstract),2001,SIGMOD Conference,conf/sigmod/Rosenthal01
262,"Ashok Josji, Tirthankar Lahiri, Amit Jasuja, Sumanta Chatterjee","50,000 Users on an Oracle8 Universal Server Database",1998,SIGMOD Conference,conf/sigmod/LahiriJJC98
263,"Hector Garcia-Molina, Kevin Chen-Chuan Chang",Approximate Query Translation Across Heterogeneous Information Sources,2000,VLDB,conf/vldb/ChangG00
264,Carsten Blecken,Media360 Workflow-Implementing a Workflow Engine Inside a Database,2000,VLDB,conf/vldb/Blecken00
265,"Bin He, Kevin Chen-Chuan Chang",Statistical Schema Matching across Web Query Interfaces,2003,SIGMOD Conference,conf/sigmod/HeC03
266,"Jen-Wen Ding, Yueh-Min Huang, Shiao-Li Tsao",Constant Time Permutation: An Efficient Block Allocation Strategy for Variable-Bit-Rate Continuous Media Data,1999,VLDB J.,journals/vldb/HuangDT99
267,"Donald Kossmann, Gerhard Drasch, Michael J. Franklin",Cache investment: integrating query optimization and distributed data placement,2000,ACM Trans. Database Syst.,journals/tods/KossmannFDA00
268,Michael J. Franklin,Editor's Notes,1997,SIGMOD Record,journals/sigmod/Franklin97b
269,Alberto O. Mendelzon,Information Director's Message,1998,SIGMOD Record,journals/sigmod/Mendelzon98
270,"Jennifer Widom, Shivnath Babu",Continuous Queries over Data Streams,2001,SIGMOD Record,journals/sigmod/BabuW01
271,Joseph Fong,Converting Relational to Object-Oriented Databases,1997,SIGMOD Record,journals/sigmod/Fong97
272,"Wen-Chi Hou, Zhongyang Zhang",Enhancing Database Correctness: a Statistical Approach,1995,SIGMOD Conference,conf/sigmod/HouZ95
273,"Andreas Geppert, Klaus R. Dittrich",Constructing the Next 100 Database Management Systems,1994,SIGMOD Record,journals/sigmod/GeppertD94
274,"Guozhu Dong, Jian Pei, Jiawei Han, Ke Wang",Efficient Computation of Iceberg Cubes with Complex Measures,2001,SIGMOD Conference,conf/sigmod/HanPDW01
275,"Brian Cooper, G�sli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",A Fast Index for Semistructured Data,2001,VLDB,conf/vldb/CooperSFHS01
276,"Michael Jones, Pankaj K. Agarwal, T. M. Murali, Cecilia Magdalena Procopiuc",A Monte Carlo algorithm for fast projective clustering,2002,SIGMOD Conference,conf/sigmod/ProcopiucJAM02
277,"Mario Piattini, Francisco Ruiz, Coral Calero",Towards a database body of knowledge: a study from Spain,2003,SIGMOD Record,journals/sigmod/CaleroPR03
278,"Subbarao Kambhampati, Zaiqing Nie, Thomas Hernandez",BibFinder/StatMiner: Effectively Mining and Using Coverage and Overlap Statistics in Data Integration,2003,VLDB,conf/vldb/NieKH03
279,Christoph Bussler,Software as a service: ASP and ASP aggregation,2002,SIGMOD Conference,conf/sigmod/Bussler02
280,"Gustavo Alonso, Guy Pardon",CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,2000,VLDB,conf/vldb/PardonA00
281,"Nick Koudas, Dimitrios Gunopulos",DIMACS Summer School Tutorial on New Frontiers in Data Mining,2001,SIGMOD Record,journals/sigmod/GunopulosK01
282,"Fenia Zioga, Peter Triantafillou, Stavros Christodoulakis",Principles of Optimally Placing Data in Tertiary Storage Libraries,1997,VLDB,conf/vldb/ChristodoulakisTZ97
283,"V. S. Subrahmanian, Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino",Flexible support for multiple access control policies,2001,ACM Trans. Database Syst.,journals/tods/JajodiaSSS01
284,"C. Mohan, Inderpal Narang",ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,1994,SIGMOD Conference,conf/sigmod/MohanN94
285,"Antonio Badia, Dirk Van Gucht, Sudhir Rao",Providing Better Support for a Class of Decision Support Queries,1996,SIGMOD Conference,conf/sigmod/RaoBG96
286,"Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado, Andreas Dehmel",Spatio-Temporal Retrieval with RasDaMan,1999,VLDB,conf/vldb/BaumannDFRW99
287,Ramesh Bhashyam,"TCP-D - The Challenges, Issues and Results",1996,SIGMOD Record,journals/sigmod/Bhashyam96
288,"Per-�ke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross",Reminiscences on Influential Papers,2001,SIGMOD Record,journals/sigmod/RossCGLLM01
289,"Hector Garcia-Molina, Narayanan Shivakumar, Jeffrey D. Ullman, Rajeev Motwani, Min Fang",Computing Iceberg Queries Efficiently,1998,VLDB,conf/vldb/FangSGMU98
290,Paradise Team,Paradise: A Database System for GIS Applications,1995,SIGMOD Conference,conf/sigmod/Team95a
291,David Vaskevitch,"Very Large Databases: How Large, How Different?",1995,VLDB,conf/vldb/Vaskevitch95
292,"Vinayak R. Borkar, Sunita Sarawagi, Kaustubh Deshmukh",Automatic Segmentation of Text into Structured Records,2001,SIGMOD Conference,conf/sigmod/BorkarDS01
293,"Michael J. Carey, Subbu N. Subramanian, Eugene J. Shekita, Jerry Kiernan, Jayavel Shanmugasundaram",XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,2000,VLDB,conf/vldb/CareyKSSS00
294,"Elizabeth J. O'Neil, Denis Rinfret, Patrick E. O'Neil",Bit-Sliced Index Arithmetic,2001,SIGMOD Conference,conf/sigmod/RinfretOO01
295,Joachim Hammer,Treasurer's Message,2001,SIGMOD Record,journals/sigmod/Hammer01
296,Li Yang,A Hypertext Query Language for Images,1994,SIGMOD Record,journals/sigmod/Yang94
297,"Jeffrey F. Naughton, Michael J. Carey, Dhaval Shah, Johannes Gehrke, Mohammad Asgarian, David J. DeWitt, Paul Brown",The BUCKY Object-Relational Benchmark (Experience Paper),1997,SIGMOD Conference,conf/sigmod/CareyDNAGS97
298,"V. S. Subrahmanian, Eric Lemar, K. Sel�uk Candan",View Management in Multimedia Databases,2000,VLDB J.,journals/vldb/CandanLS00
299,"Daniela Florescu, Cristian-Augustin Saita, Eric Simon, Dennis Shasha, Helena Galhardas","Declarative Data Cleaning: Language, Model, and Algorithms",2001,VLDB,conf/vldb/GalhardasFSSS01
