https://www.scads.de/movieBenchmark/ontology/primaryProfessions,http://dbpedia.org/ontology/birthYear,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,https://www.scads.de/movieBenchmark/ontology/genre_list,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
writer,,Nancy Burrage Owen,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5484466,,,,,,,,,
actress,1900-01-01,Elvira Curci,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0192619,,,,,,,,,
"actor,soundtrack",1918-01-01,Alan Dexter,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0223283,,,,,,,,,
writer,,Jay Simms,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0799972,,,,,,,,,
actor,,Kamal Xudaverdiyev,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1293053,,,,,,,,,
"director,producer",,David Moore,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0601095,,,,,,,,,
actor,,Chris Snell,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1600085,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551400,2002-01-01,29,0,The Benadryl Brownie,The Benadryl Brownie,Comedy,2,3,
"writer,producer",,Kenneth L. Evans,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1299255,,,,,,,,,
"producer,art_department",,Mychelle Deschamps,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0221026,,,,,,,,,
actor,1920-01-01,Lev Lyubetskiy,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0529384,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630920,1954-01-01,30,0,No Help Wanted,No Help Wanted,Drama,10,2,
actor,1996-01-01,Oscar Zia,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6181433,,,,,,,,,
"writer,animation_department,art_department",1929-01-01,Vance Gerry,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0314788,,,,,,,,,
"actor,producer,miscellaneous",1925-01-01,Mike Connors,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0175528,,,,,,,,,
"writer,producer,actor",1918-01-01,Palmer Thompson,1969-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0860565,,,,,,,,,
actor,1921-01-01,Peter Hansen,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0361048,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0726132,1973-01-01,60,0,Blockhouse Breakdown,Blockhouse Breakdown,"Crime,Drama",6,1,
"director,art_department,animation_department",,Shin Onuma,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2932996,,,,,,,,,
,,Ty,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3155508,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631064,1955-01-01,30,0,Week-End in Winnetka,Week-End in Winnetka,Drama,2,3,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604366,1998-01-01,,0,Finnegan's Wake,Finnegan's Wake,"Crime,Drama,Mystery",21,6,
writer,,Eline Farideh Koning,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9509506,,,,,,,,,
actress,1943-01-01,Spela Rozin,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0744392,,,,,,,,,
"actor,soundtrack,writer",1890-01-01,James Barton,1962-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0059165,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551382,2000-01-01,30,0,Affirmative Action,Affirmative Action,Comedy,9,1,
"editor,producer,editorial_department",,Scott Boyd,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0101910,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0792825,1974-01-01,60,0,Time and Place Unknown: Part 1,Time and Place Unknown: Part 1,"Crime,Drama",11,1,
actress,,Michelyn Emelle,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0256146,,,,,,,,,
actress,1936-01-01,Elizabeth Shepherd,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0791774,,,,,,,,,
"actor,writer",1936-01-01,Tony Musante,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0615540,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1049251,2007-01-01,29,0,The Freak Book,The Freak Book,Comedy,5,6,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0829691,2006-01-01,43,0,Alligator Farmer,Alligator Farmer,Reality-TV,5,2,
"actress,writer",1960-01-01,Jenny Eclair,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0248759,,,,,,,,,
writer,1914-01-01,Doris Gilbert,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0318023,,,,,,,,,
composer,,Steve Givens,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2446931,,,,,,,,,
actress,1939-01-01,Albina Matveyeva,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0560629,,,,,,,,,
"actor,miscellaneous,producer",1918-01-01,Alan Dinehart,1992-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0003061,,,,,,,,,
actress,1892-01-01,Helen Van Tuyl,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0888130,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0096499,1988-01-01,42,0,Zashchitnik Sedov,Zashchitnik Sedov,"Drama,Short",,,
"writer,miscellaneous",1924-01-01,Anne Howard Bailey,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0047143,,,,,,,,,
"editor,editorial_department,sound_department",1958-01-01,Susan Shipton,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0794156,,,,,,,,,
"actress,writer,producer",1985-01-01,Cristin Milioti,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2129662,,,,,,,,,
actor,,Adrian Bailey,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1218483,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631027,1961-01-01,30,0,The Preliminaries,The Preliminaries,Drama,22,8,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604329,1995-01-01,,0,A Doll's Eyes,A Doll's Eyes,"Crime,Drama,Mystery",6,4,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710737,1963-01-01,,0,Joby,Joby,"Drama,Sport,Western",23,1,
"actor,soundtrack",1906-01-01,James Flavin,1976-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0281329,,,,,,,,,
"writer,director,actor",1983-01-01,Chuck Conry,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4734152,,,,,,,,,
"cinematographer,camera_department,miscellaneous",1896-01-01,Norbert Brodine,1970-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005661,,,,,,,,,
"actress,producer,production_manager",1938-01-01,Diane Baker,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000832,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6950398,2017-01-01,,0,Fix It Mum and Dad,Fix It Mum and Dad,"Animation,Comedy,Family",43,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630865,1958-01-01,30,0,For Better or for Worse,For Better or for Worse,Drama,2,6,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0453066,2005-01-01,240,1,Flesh Hunter 8,Flesh Hunter 8,Adult,,,
"producer,writer,miscellaneous",1954-01-01,Michael S. Chernuchin,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0155961,,,,,,,,,
"actor,director,soundtrack",1924-01-01,Nicholas Colasanto,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0170225,,,,,,,,,
"actor,soundtrack,music_department",1928-01-01,Warren Oates,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0643105,,,,,,,,,
writer,,Helen Garnell,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5474627,,,,,,,,,
actress,1924-01-01,Evelyn Eaton,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0247818,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505698,1962-01-01,48,0,The Velvet Trap,The Velvet Trap,Adventure,16,3,
actress,1966-01-01,Vijayshanti,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0897227,,,,,,,,,
"actor,director,soundtrack",1931-01-01,Lev Durov,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0244296,,,,,,,,,
"actor,soundtrack",1922-01-01,James Pritchett,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0698097,,,,,,,,,
"actress,soundtrack",1980-01-01,Sanae Kobayashi,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1058720,,,,,,,,,
actress,,Elva Mai Hoover,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0393882,,,,,,,,,
actor,,J. Sean Elliott,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3302379,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604361,1995-01-01,,0,End Game,End Game,"Crime,Drama,Mystery",14,3,
actor,,Gordon Barnes,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0055615,,,,,,,,,
actor,1914-01-01,Harry Lauter,1990-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0491591,,,,,,,,,
"actor,miscellaneous,producer",1977-01-01,Miklos Perlus,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0674280,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4128574,2015-01-01,49,0,Chapter 38,Chapter 38,Drama,12,3,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657666,1960-01-01,30,0,Barbecue,Barbecue,"Adventure,Drama,Family",11,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0642140,2003-01-01,,0,Isaac Newton,Isaac Newton,"Biography,Comedy,Documentary",2,1,
writer,,Lloyd Rose,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0970064,,,,,,,,,
"actor,writer,miscellaneous",1985-01-01,Josh Grelle,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2171329,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt3892088,2015-01-01,53,0,Chapter 29,Chapter 29,Drama,3,3,
"producer,actor,director",1946-01-01,Hannu Kahakorpi,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0434654,,,,,,,,,
writer,,Pierre Cendors,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9325377,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630828,1959-01-01,30,0,Alien Love,Alien Love,Drama,12,7,
"music_department,director,producer",,Kip Walton,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0910555,,,,,,,,,
actor,,Nicholas Day,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0206530,,,,,,,,,
"actor,soundtrack,director",1932-01-01,Gerd Baltus,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0051253,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0584721,1964-01-01,58,0,Treffpunkt Wien,Treffpunkt Wien,Drama,4,2,
cinematographer,,Viet Thanh Pham,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0679642,,,,,,,,,
actor,,Henry S. Quan,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0702836,,,,,,,,,
"producer,actor,miscellaneous",1929-01-01,Dick Clark,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0163863,,,,,,,,,
"composer,music_department,soundtrack",1963-01-01,Jeff Beal,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0063618,,,,,,,,,
"director,producer,location_management",,Becky Martin,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0551953,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631022,1953-01-01,30,0,The One That Got Away,The One That Got Away,Drama,7,1,
"writer,actor",1974-01-01,Sajeev Pazhoor,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8263949,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710732,1962-01-01,60,0,Fight Night,Fight Night,"Drama,Sport,Western",2,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4977374,2015-01-01,60,0,The Mystery of Matter: Search for the Elements,The Mystery of Matter: Search for the Elements,"Biography,Documentary,History",,,2015-01-01
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0847454,2006-01-01,22,0,¡Viva los muertos!,¡Viva los muertos!,"Action,Adventure,Animation",11,2,
"cinematographer,camera_department",,Barun Raha,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0706660,,,,,,,,,
writer,,Randall Anderson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0963340,,,,,,,,,
"actor,miscellaneous",1930-01-01,Reinhard Glemnitz,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0322495,,,,,,,,,
"writer,producer",1959-01-01,Paul Attanasio,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001921,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630860,1960-01-01,,0,"Faith, Hope and Mr. Flaherty","Faith, Hope and Mr. Flaherty",Drama,27,7,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520147,1962-01-01,,0,The Floating Fortune,The Floating Fortune,Adventure,17,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505693,1961-01-01,60,0,The Reluctant Hero,The Reluctant Hero,Adventure,2,3,
writer,,Esther McCoy,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6464238,,,,,,,,,
"editor,assistant_director,camera_department",,Elfie Tillack,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0863267,,,,,,,,,
writer,,Juarez Roberts,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0961635,,,,,,,,,
actor,,Roberto Rossellini,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3397294,,,,,,,,,
"composer,music_department",1937-01-01,Milcho Leviev,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0505527,,,,,,,,,
,,Ren,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2095244,,,,,,,,,
"writer,producer",1924-01-01,Richard Alan Simmons,2004-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0799875,,,,,,,,,
producer,1889-01-01,Charles Mintz,1939-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0591762,,,,,,,,,
actress,1951-01-01,Jadranka Matkovic,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0559127,,,,,,,,,
actor,1912-01-01,Berry Kroeger,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0471854,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630823,1956-01-01,30,0,A Ticket for May,A Ticket for May,Drama,18,3,
"production_designer,art_department,art_director",1929-01-01,Ed Wittstein,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0937129,,,,,,,,,
actor,1916-01-01,Paul Micale,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0583995,,,,,,,,,
"producer,writer,director",,Jean Bolvary,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0093472,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0443399,1985-01-01,30,0,Pob's Programme,Pob's Programme,"Family,Fantasy",,,1990-01-01
producer,,Chuck Copeland,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4286363,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505656,1961-01-01,60,0,One Way Ticket,One Way Ticket,Adventure,10,3,
writer,1914-01-01,Herbert Reinecker,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0717977,,,,,,,,,
"producer,miscellaneous",1918-01-01,Lionello Santi,1995-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0763523,,,,,,,,,
"composer,music_department,soundtrack",1950-01-01,Carlo Siliotto,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0798002,,,,,,,,,
,,Lynette Eads,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3392808,,,,,,,,,
"actor,soundtrack",1907-01-01,Jeff Morrow,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0607504,,,,,,,,,
"director,writer,sound_department",1948-01-01,Pekka Lehto,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0499939,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630995,1955-01-01,30,0,The Girl Who Knew,The Girl Who Knew,Drama,18,2,
"editor,miscellaneous",1931-01-01,Agnès Guillemot,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0347071,,,,,,,,,
"actor,director,writer",,Chris Grega,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1071256,,,,,,,,,
"actress,producer",1959-01-01,Jayne Atkinson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0040739,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5947404,1970-01-01,136,0,Obyknovennaya istoriya,Obyknovennaya istoriya,"Drama,Romance",,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520142,1962-01-01,,0,Tambu,Tambu,Adventure,13,1,
"producer,director,writer",,Edward Barbini,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0053697,,,,,,,,,
"actor,soundtrack,director",1934-01-01,Dwayne Hickman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0382722,,,,,,,,,
miscellaneous,,Doug Wolven,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3098674,,,,,,,,,
"cinematographer,camera_department",1921-01-01,William W. Spencer,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0818157,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0050024,1957-01-01,30,0,Harbormaster,Harbormaster,Adventure,,,1958-01-01
"writer,miscellaneous,producer",1920-01-01,Sidney Morse,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0607676,,,,,,,,,
actor,1905-01-01,Ken Renard,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0719164,,,,,,,,,
"producer,editor,director",1925-01-01,John Kemeny,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0447190,,,,,,,,,
actress,1973-01-01,Jun Mizuki,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0594659,,,,,,,,,
"actress,director,writer",1957-01-01,Rachel Ward,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001829,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630958,1958-01-01,30,0,South American Uncle,South American Uncle,Drama,27,5,
actress,1950-01-01,Débora Duarte,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0239091,,,,,,,,,
"actor,transportation_department",,Steve Radenbaugh,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3091911,,,,,,,,,
actor,1914-01-01,Harry Townes,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0870038,,,,,,,,,
"writer,producer,miscellaneous",1957-01-01,Kevin Arkadie,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0035024,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt2440660,2013-01-01,55,0,Chapter 11,Chapter 11,Drama,11,1,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505651,1961-01-01,60,0,Nightmare in the Sun,Nightmare in the Sun,Adventure,35,2,
"actress,director",1963-01-01,Leona Hirota,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0386420,,,,,,,,,
actor,1955-01-01,Mark Chapman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1023764,,,,,,,,,
actress,1941-01-01,Charlotte Stewart,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0829270,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1552648,2005-01-01,60,0,CIA: Crime Investigation Australia,CIA: Crime Investigation Australia,"Crime,Documentary",,,2009-01-01
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0883885,1999-01-01,21,0,So Very Attractive,So Very Attractive,"Animation,Comedy,Fantasy",7,3,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0596836,1957-01-01,30,0,The Thievingest Dog,The Thievingest Dog,Adventure,1,1,
"writer,producer",1920-01-01,Harry Miles Muheim,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1066093,,,,,,,,,
"actress,soundtrack",1915-01-01,Veda Ann Borg,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0096458,,,,,,,,,
"actor,director,producer",1938-01-01,Don Pedro Colley,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0171824,,,,,,,,,
"writer,actor,producer",1919-01-01,George Bellak,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0068666,,,,,,,,,
"actor,producer",1930-01-01,Nico Minardos,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0590956,,,,,,,,,
actress,,Betsy Paul,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1605155,,,,,,,,,
"director,producer,writer",1964-01-01,Brad Anderson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0026442,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630990,1953-01-01,30,0,The Faith of Chata,The Faith of Chata,Drama,13,1,
actor,1938-01-01,Robert Doyle,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0236482,,,,,,,,,
"actor,soundtrack,miscellaneous",1917-01-01,Hans Conried,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0175788,,,,,,,,,
"writer,producer,miscellaneous",,Diane Taylor,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm4461520,,,,,,,,,
"editor,editorial_department",,Charles Oestreicher,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0644324,,,,,,,,,
"actor,soundtrack",1921-01-01,John Close,1963-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0167089,,,,,,,,,
actor,1986-01-01,Ben Batt,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2717849,,,,,,,,,
actor,1914-01-01,Ralph Clanton,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0163404,,,,,,,,,
"actor,writer",1965-01-01,Steve Toussaint,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0869750,,,,,,,,,
actor,1949-01-01,Ross Davidson,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0203481,,,,,,,,,
actress,1920-01-01,Dorothy Green,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0337802,,,,,,,,,
actress,1930-01-01,Tamar Cooper,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0178410,,,,,,,,,
"actor,producer,soundtrack",1971-01-01,Nathan Fillion,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0277213,,,,,,,,,
"director,cinematographer,camera_department",,Alex Zakrzewski,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0952352,,,,,,,,,
"producer,writer,animation_department",1968-01-01,Ben Edlund,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0249421,,,,,,,,,
